Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11
AC>CA	3.66791988436328e-05	0.000268367969430137	0.00561054606502397	0.00343180422366685	0.00196707436640781	0.00232613010246887	0.0576332053077724	0.201935389070108	0.0210708330000487	0.00580048717037888	0.00110135158966119
AC>CG	1.94835180980263e-05	2.27466968741586e-05	4.1085101106081e-05	4.111533562654e-05	0.000424667456673089	0.000127674810135509	0.00784765867480562	0.00091387503983821	0.00177303350854067	1.06613315592633e-05	0.000155957816346183
AC>CT	0.00316607169092926	9.04127383641637e-05	0.00266832269549172	6.89676597606478e-18	0.00185677113090831	0.000209876400222756	0.0170765052763771	0.298676528950206	0.0244113309146906	0.00813152407062459	0.000607753139988219
AC>GA	9.37275302442927e-05	0.000170062055494499	0.00516877078431343	0.00364732816041887	0.000512910045072691	0.00750308130796351	0.0122172350249374	0.00108951186661081	0.0216704095488305	0.00322249287243271	0.000355326571262952
AC>GG	4.21404880074735e-05	2.99223110300447e-18	0.000397597752639494	5.81085691012188e-18	1.02030492837041e-17	9.09464400965271e-05	0.00318928848544101	0.000760779837892035	0.00610711541830678	0.000355377718642113	0.0018087891071078
AC>GT	0.00218451566553627	0.000200917196364809	0.00892386067035312	9.28410804470261e-09	0.000755577163171599	0.000115432020122516	0.00565031424586004	0.00014182438953296	0.0103641089146581	0.0172870178390315	0.00459030480070467
AC>TA	0.000885614459001193	0.00106199089507113	0.000892386067035312	0.00105275153721181	0.00136040657116054	0.00883229850937431	0.00680548960279144	0.0116465061603225	0.0352893625854473	6.32451872159689e-05	0.000212231255233981
AC>TG	0.000126938072456837	4.56369060314351e-06	9.80741123177412e-18	4.40166193905096e-05	0.00102949686466203	0.000392643765416738	0.00125311413719296	0.00241383232516362	0.0153320288902793	4.61388699118403e-06	0.000192133598488339
AC>TT	0.019557319302943	0.00209527933351872	1.57271999932955e-06	0.000133459053142599	0.00686637640984409	0.00278086230295151	0.0014816379578033	0.00025171481056181	0.0380302839513073	0.000427657932603219	0.00226701568090843
AT>CA	0.00024860669067831	1.89562836970427e-05	0.00434716763951459	0.000530664406315376	6.9379806297043e-05	6.96722022273113e-05	0.00974059281447813	1.82482445897362e-05	0.0076024336889979	0.00148598768642986	0.00532618288881425
