Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11
AC>CA	5.27539472860607e-05	0.000397597701060391	0.00686868254134185	0.00441487348009173	0.00221544778479548	0.00279119981552986	0.0511604464278436	0.220182280321542	0.0261025808140257	0.0103793543048094	0.00144688568200047
AC>CG	2.80222174718713e-05	3.3700125998969e-05	5.02982264838419e-05	5.28931701962681e-05	0.000478288260082014	0.000153201192882466	0.00696629172492423	0.000996452831408653	0.00219643667825339	1.90773178811137e-05	0.000204887461538752
AC>CT	0.00455361033917908	0.000133950027629971	0.00326668051572479	8.8724027425998e-18	0.00209121706789106	0.00025183757734104	0.0151586507934351	0.325664954150002	0.0302407948455176	0.0145504966889851	0.000798427427439673
AC>GA	0.000134803849201805	0.000251953623399232	0.00632784139635431	0.00469213606579798	0.00057767283360555	0.00900319338994218	0.010845122957362	0.00118796021010692	0.0268453371786524	0.00576630794711631	0.000466805453608909
AC>GG	6.06086597592368e-05	4.43310805727763e-18	0.000486757030488792	7.4754258684645e-18	1.14913413136588e-17	0.000109129616847784	0.00283110095700921	0.000829523939816041	0.00756550411398387	0.000635910596037126	0.00237627210547522
AC>GT	0.00314188498927041	0.000297666728066604	0.0109249911287485	1.19436190765767e-08	0.000850980410795272	0.000138510667537573	0.00501573004194544	0.000154639648039781	0.0128390743028338	0.0309332781462128	0.00603045054322821
AC>TA	0.00127373715781233	0.00157338127692347	0.00109249911287485	0.00135432109171896	0.00153217884182117	0.0105981647131021	0.0060411681838543	0.0126988850045912	0.0437165174608885	0.000113170529803217	0.000278815927042426
AC>TG	0.000182568992619767	6.76128710894142e-06	1.20066734187235e-17	5.66255511576983e-05	0.00115948669110791	0.000471146134275529	0.0011123774626359	0.00263194632756448	0.0189933413240268	8.25605960278709e-06	0.000252412903648257
AC>TT	0.0281283622350223	0.00310423873555172	1.92539447615567e-06	0.000171689524225789	0.0077333621273001	0.00333684789976878	0.0013152358776657	0.000274459772679875	0.0471119751277536	0.00076524834438366	0.00297826103886227
AT>CA	0.000446897125207475	3.51015272366115e-05	0.00665172565432046	0.000853248130078143	9.76637624537944e-05	0.000104490328094911	0.0108070352775508	2.48685607543357e-05	0.0117710177142366	0.00332338538556368	0.00874548581253312
AT>CC	0.000275370220304191	3.87231133800714e-18	0.00857921433824286	6.52045514251856e-18	1.92614642617206e-05	5.85695786426736e-05	0.00609477845382594	0.000127921013952159	0.00164979618357018	0.00109210397939204	0.00175278724090854
AT>CG	3.69014638656795e-06	3.87231133800714e-18	0.0137947719535623	8.81192937831794e-18	9.49508801634113e-18	1.66817892221699e-06	0.00108070352775508	0.000237950977001917	8.54557349017812e-18	0.00243840457467704	1.60518410483203e-05
AT>GA	0.00196560561294574	0.000156006787718273	0.0017101737832841	0.000301803923739431	0.00100376644744178	0.0014848625571382	0.0140199376573632	0.000144917512309438	0.00590404589288879	7.58823971887912e-05	0.0103322195253556
